,CENPK_ETH_vs_CENPK_EXP,HUMgE_72h_vs_CENPK_ETH,HUMgE_72h_vs_CENPK_EXP,HUMgE_72h_vs_HUMgE_ETH,HUMgE_96h_vs_CENPK_ETH,HUMgE_96h_vs_CENPK_EXP,HUMgE_96h_vs_HUMgE_72h,HUMgE_ETH_vs_CENPK_ETH,HUMgE_ETH_vs_CENPK_EXP,HUMgE_ETH_vs_HUMgE_EXP,HUMgE_EXP_vs_CENPK_EXP,HUMgE_EXP_vs_HUMg_EXP,HUMgEhE_72h_vs_CENPK_ETH,HUMgEhE_72h_vs_CENPK_EXP,HUMgEhE_72h_vs_HUMgEhE_ETH,HUMgEhE_96h_vs_CENPK_ETH,HUMgEhE_96h_vs_CENPK_EXP,HUMgEhE_96h_vs_HUMgEhE_72h,HUMgEhE_ETH_vs_CENPK_ETH,HUMgEhE_ETH_vs_CENPK_EXP,HUMgEhE_ETH_vs_HUMgEhE_EXP,HUMgEhE_EXP_vs_CENPK_EXP,HUMgEhE_EXP_vs_HUMgE_EXP,HUMgEh_EXP_vs_CENPK_EXP,HUMgEh_EXP_vs_HUMg_EXP,HUMg_EXP_vs_CENPK_EXP,LIMg_72h_vs_CENPK_ETH,LIMg_72h_vs_CENPK_EXP,LIMg_72h_vs_NER_72h,LIMg_96h_vs_CENPK_ETH,LIMg_96h_vs_CENPK_EXP,LIMg_96h_vs_LIMg_72h,LIMg_96h_vs_NER_96h,NER_72h_vs_CENPK_ETH,NER_72h_vs_CENPK_EXP,NER_96h_vs_CENPK_ETH,NER_96h_vs_CENPK_EXP,NER_96h_vs_NER_72h,NERgE_72h_vs_CENPK_ETH,NERgE_72h_vs_CENPK_EXP,NERgE_72h_vs_NERg_72h,NERgE_96h_vs_CENPK_ETH,NERgE_96h_vs_CENPK_EXP,NERgE_96h_vs_NERgE_72h,NERgE_96h_vs_NERg_96h,NERg_72h_vs_CENPK_ETH,NERg_72h_vs_CENPK_EXP,NERg_72h_vs_NER_72h,NERg_96h_vs_CENPK_ETH,NERg_96h_vs_CENPK_EXP,NERg_96h_vs_NER_96h,NERg_96h_vs_NERg_72h,VAL_72h_vs_CENPK_ETH,VAL_72h_vs_CENPK_EXP,VAL_72h_vs_NER_72h,VAL_96h_vs_CENPK_ETH,VAL_96h_vs_CENPK_EXP,VAL_96h_vs_NER_96h,VAL_96h_vs_VAL_72h,VALg_72h_vs_CENPK_ETH,VALg_72h_vs_CENPK_EXP,VALg_72h_vs_VAL_72h,VALg_96h_vs_CENPK_ETH,VALg_96h_vs_CENPK_EXP,VALg_96h_vs_VAL_96h,VALg_96h_vs_VALg_72h
ADE16,1.0846,-0.0935,0.9911,0.2927,-0.464,0.6206,-0.3705,-0.3861,0.6985,1.8127,-1.1142,-1.7134,-0.6951,0.3895,0.163,-0.3655,0.7191,0.3297,-0.8581,0.2265,0.7875,-0.561,0.5532,0.6093,0.0101,0.5992,-0.3728,0.7118,0.7437,-0.4035,0.6811,-0.0307,-0.0789,-1.1165,-0.0319,-0.3246,0.76,0.7918,-0.8261,0.2585,-0.3921,-0.228,0.8566,0.5981,0.0658,-0.434,0.6506,0.6825,-0.2938,0.7908,0.0308,0.1402,-0.2975,0.7871,0.819,-0.4366,0.648,-0.112,-0.1392,-0.3371,0.7475,-0.0397,-0.2413,0.8433,0.1953,0.0958
ADE17,-1.1588,-0.1253,-1.2841,0.0814,-0.3731,-1.532,-0.2479,-0.2066,-1.3655,1.6208,-2.9863,-1.7711,-1.127,-2.2858,-0.268,-0.9732,-2.1321,0.1537,-0.8589,-2.0178,0.3928,-2.4106,0.5757,-1.0487,0.1665,-1.2151,0.0479,-1.1109,0.0259,-0.2092,-1.368,-0.2571,-0.4396,0.022,-1.1368,0.2305,-0.9284,0.2084,-0.3627,-1.5216,-0.2521,0.1558,-1.003,0.5185,0.1278,-0.1106,-1.2695,-0.1327,0.028,-1.1309,-0.2025,0.1386,0.8639,-0.2949,0.8419,0.4726,-0.6862,0.2422,-0.3913,0.0033,-1.1556,-0.8606,-0.1748,-1.3336,-0.6474,-0.1781
ADE2,-0.4963,0.1395,-0.3568,-0.1622,0.1597,-0.3366,0.0202,0.3017,-0.1946,-1.1619,0.9673,0.2716,0.7386,0.2423,0.4127,-0.2726,-0.7689,-1.0112,0.3259,-0.1704,-0.5632,0.3928,-0.5745,0.8515,0.1558,0.6957,0.1139,-0.3824,-0.3773,0.2129,-0.2834,0.099,-0.3056,0.4912,-0.0051,0.5185,0.0222,0.0273,0.5408,0.0445,-0.0884,0.3665,-0.1298,-0.1744,-0.1205,0.6293,0.133,0.1381,0.487,-0.0093,-0.0316,-0.1423,0.9177,0.4214,0.4265,0.528,0.0317,0.0095,-0.3897,1.1286,0.6323,0.2108,1.0548,0.5585,0.5268,-0.0738
ADE3,-0.6914,-0.0269,-0.7183,-0.0062,-0.5097,-1.2011,-0.4827,-0.0207,-0.7121,-1.0962,0.384,0.6783,0.401,-0.2904,-0.1976,-0.3846,-1.076,-0.7856,0.5986,-0.0928,-0.4138,0.321,-0.0631,-0.137,0.1572,-0.2942,0.3271,-0.3643,-0.3772,0.1667,-0.5247,-0.1604,-0.4555,0.7042,0.0128,0.6222,-0.0692,-0.082,0.2578,-0.4336,-0.0877,0.3734,-0.318,0.1156,0.1735,0.3455,-0.3459,-0.3588,0.1999,-0.4915,-0.4223,-0.1455,1.1769,0.4855,0.4726,0.9712,0.2798,0.349,-0.2057,0.441,-0.2504,-0.7359,0.275,-0.4164,-0.6962,-0.1659
ADE4,-1.285,0.0079,-1.2771,-0.065,0.0075,-1.2775,-0.0004,0.0729,-1.2122,-1.6438,0.4316,0.5081,0.9342,-0.3509,-0.2204,0.2304,-1.0546,-0.7038,1.1546,-0.1304,-0.4368,0.3063,-0.1253,0.0482,0.1246,-0.0764,0.2766,-1.0084,-1.2762,0.16,-1.125,-0.1166,-0.6497,1.5529,0.2678,0.8097,-0.4753,-0.7431,1.06,-0.225,0.3692,0.6066,-0.6784,-0.4534,-0.0089,0.6908,-0.5942,-0.8621,0.6156,-0.6695,-0.1942,-0.0752,1.558,0.2729,0.0051,1.1007,-0.1843,0.291,-0.4573,1.0635,-0.2215,-0.4944,1.0031,-0.282,-0.0976,-0.0605
ADE5,-1.1746,-0.1539,-1.3285,-0.1082,-0.0729,-1.2475,0.081,-0.0457,-1.2203,0.4101,-1.6304,-0.9213,-0.1924,-1.367,-0.3964,-0.1929,-1.3676,-0.0005,0.204,-0.9706,-0.3088,-0.6619,0.9686,-0.6233,0.0859,-0.7092,0.2634,-0.9113,-0.0829,0.093,-1.0817,-0.1704,-0.5254,0.3462,-0.8284,0.6183,-0.5563,0.2721,0.1868,-0.9878,-0.1712,0.8289,-0.3458,0.6421,0.384,0.358,-0.8166,0.0118,0.4449,-0.7298,-0.1735,0.0869,0.7985,-0.3762,0.4522,0.7858,-0.3888,0.1675,-0.0126,0.3369,-0.8378,-0.4616,0.2003,-0.9743,-0.5855,-0.1365
ADE6,-1.6246,0.4475,-1.1771,0.0585,0.9734,-0.6512,0.5259,0.3889,-1.2356,2.1643,-3.4,-3.0688,-0.7876,-2.4122,-0.5832,0.82,-0.8046,1.6076,-0.2044,-1.8289,0.734,-2.563,0.837,-0.338,-0.0069,-0.3311,0.8386,-0.7859,1.1331,0.59,-1.0346,-0.2486,-0.469,-0.2945,-1.9191,1.059,-0.5655,1.3535,0.4333,-1.1913,-0.3825,1.043,-0.5816,0.6097,0.1057,0.8158,-0.8088,1.1103,0.9373,-0.6873,-0.1217,0.1215,1.1262,-0.4984,1.4207,1.1189,-0.5056,0.0599,-0.0073,1.0101,-0.6145,-0.1161,0.8913,-0.7333,-0.2276,-0.1188
ADE8,-0.2034,-1.0188,-1.2223,-0.0076,-0.8958,-1.0992,0.123,-1.0113,-1.2147,7.9287,-9.1434,-7.8974,-3.3662,-3.5696,0.3694,-2.0997,-2.3031,1.2665,-3.7356,-3.939,4.135,-8.0739,1.0695,-1.3228,-0.0768,-1.2461,-1.2877,-1.4912,0.1912,-1.0525,-1.256,0.2352,0.0086,-1.479,-1.6824,-1.0611,-1.2645,0.4179,-2.4915,-2.6949,-1.0148,-0.7536,-0.9571,1.7378,-0.0504,-1.4766,-1.6801,0.0023,-0.7032,-0.9066,0.3579,0.7734,-2.3045,-2.508,-0.8256,-0.8987,-1.1021,0.1624,1.4058,-0.7795,-0.983,1.525,-0.6983,-0.9018,0.2004,0.0812
ADH1,-2.4977,0.1138,-2.3839,0.4701,0.5402,-1.9576,0.4264,-0.3563,-2.854,0.189,-3.043,-1.0127,-0.1246,-2.6224,-0.9298,1.2138,-1.2839,1.3384,0.8051,-1.6926,0.2761,-1.9687,1.0743,-2.6017,-0.5714,-2.0303,1.3811,-1.1167,-0.4776,0.7608,-1.7369,-0.6203,-1.7658,1.8587,-0.639,2.5266,0.0288,0.6679,1.2211,-1.2766,-0.2163,2.0137,-0.484,0.7926,0.3941,1.4374,-1.0603,-0.4213,1.6196,-0.8781,-0.907,0.1822,2.1076,-0.3901,0.2489,2.0181,-0.4796,-0.5085,-0.0895,0.6391,-1.8587,-1.4685,0.5132,-1.9845,-1.5049,-0.1259
ADH2,-1.0891,0.9031,-0.186,0.7434,4.2799,3.1907,3.3768,0.1597,-0.9295,-0.6036,-0.3259,-0.0031,-0.3298,-1.4189,-1.7362,-0.3898,-1.4789,-0.06,1.4064,0.3173,-0.2057,0.523,0.8489,-0.4545,-0.1318,-0.3228,0.9166,-0.1725,-2.5109,0.3528,-0.7364,-0.5639,-2.625,3.4275,2.3384,2.9778,1.8886,-0.4497,2.5114,1.4222,-0.9899,3.2021,2.1129,0.6907,-0.1918,3.5012,2.4121,0.0737,3.3939,2.3048,0.4161,-0.1073,2.0712,0.982,-1.3563,1.4464,0.3573,-1.5313,-0.6247,0.8764,-0.2127,-1.1948,-9.3142,-10.4033,-10.7606,-10.1906
ADH3,-1.4708,0.9896,-0.4812,0.1872,1.3491,-0.1217,0.3594,0.8025,-0.6683,-0.6668,-0.0015,-0.1822,1.4026,-0.0682,-0.5741,0.9111,-0.5597,-0.4915,1.9767,0.5059,0.1394,0.3665,0.368,0.0793,-0.1013,0.1807,1.3748,-0.096,-0.7501,1.0273,-0.4435,-0.3476,-1.3199,2.125,0.6542,2.3472,0.8764,0.2222,1.9871,0.5163,0.0936,1.8969,0.4261,-0.0902,0.1155,1.8934,0.4226,-0.2315,1.7814,0.3106,-0.5658,-0.1121,1.9331,0.4623,-0.1919,1.9142,0.4434,-0.433,-0.0189,1.1989,-0.2719,-0.7342,1.1645,-0.3063,-0.7497,-0.0344
ADH4,0.808,-1.9271,-1.1191,-0.9108,-3.1051,-2.297,-1.1779,-1.0164,-0.2083,-0.1882,-0.0201,12.8692,-1.4524,-0.6444,1.9582,-3.5762,-2.7681,-2.1237,-3.4106,-2.6025,-0.3871,-2.2155,-2.1954,-17.4706,-4.5814,-12.8893,-13.1721,-12.364,-5.8805,-13.1901,-12.382,-0.018,-2.0212,-7.2916,-6.4836,-11.1688,-10.3608,-3.8772,-12.7848,-11.9767,2.2956,-6.8375,-6.0295,5.9473,2.6854,-15.0804,-14.2724,-7.7888,-9.5229,-8.7149,1.6459,5.5575,-9.2957,-8.4877,-2.0041,-14.7598,-13.9517,-3.5909,-5.4641,-18.2787,-17.4706,-8.983,-6.9764,-6.1683,7.7834,11.3023
ADH5,-2.6158,1.1499,-1.4659,0.6116,0.6225,-1.9934,-0.5275,0.5384,-2.0775,-1.1314,-0.9461,1.0234,1.773,-0.8429,-0.354,0.8667,-1.7492,-0.9063,2.127,-0.4889,-0.288,-0.2009,0.7452,-2.7549,-0.7854,-1.9695,2.1557,-0.4602,-0.5087,1.7945,-0.8213,-0.3612,-1.0898,2.6643,0.0485,2.8843,0.2685,0.22,1.5811,-1.0347,0.1555,2.1686,-0.4473,0.5875,0.6487,1.4256,-1.1902,-1.2387,1.5199,-1.0959,-1.3644,0.0942,2.6606,0.0448,-0.0037,2.8576,0.2418,-0.0267,0.197,1.3315,-1.2843,-1.3291,1.0628,-1.553,-1.7948,-0.2687
ADH6,-1.302,3.2619,1.9599,0.6613,3.3622,2.0602,0.1003,2.6006,1.2987,3.3885,-2.0899,-5.0074,-0.3983,-1.7002,-0.1395,2.1281,0.8262,2.5264,-0.2587,-1.5607,1.3762,-2.9369,-0.847,3.2104,0.2928,2.9176,3.1113,1.8093,0.1815,2.6389,1.3369,-0.4724,-0.374,2.9297,1.6278,3.0129,1.7109,0.0832,3.3947,2.0928,-0.4217,3.1008,1.7988,-0.2939,-0.2475,3.8164,2.5145,0.8867,3.3483,2.0464,0.3354,-0.4681,3.2623,1.9604,0.3326,3.6849,2.383,0.6721,0.4226,3.7948,2.4928,0.5324,4.0577,2.7558,0.3728,0.2629
ADI1,0.2297,-0.6041,-0.3744,-0.5326,1.5096,1.7393,2.1137,-0.0715,0.1582,0.8365,-0.6783,0.0764,-0.6438,-0.4141,0.0036,-1.1073,-0.8776,-0.4636,-0.6473,-0.4176,0.929,-1.3467,-0.6684,-1.0985,-0.3437,-0.7548,0.183,0.4127,0.2616,0.3245,0.5542,0.1416,-0.0876,-0.0787,0.151,0.4122,0.6419,0.4909,-1.0062,-0.7765,-1.1668,0.6561,0.8858,1.6623,-0.1122,0.1606,0.3902,0.2392,0.7683,0.998,0.3561,0.6078,0.4882,0.7179,0.5669,0.3869,0.6166,-0.0252,-0.1013,-0.0673,0.1624,-0.5556,-0.1543,0.0754,-0.5412,-0.087
ADK1,-0.1098,-1.0058,-1.1156,0.1051,-0.3635,-0.4734,0.6423,-1.1109,-1.2207,3.8393,-5.06,-2.945,-3.4572,-3.5671,0.975,-2.9655,-3.0753,0.4918,-4.4323,-4.5421,1.2726,-5.8147,-0.7547,-2.2279,-0.1129,-2.1151,-1.2657,-1.3755,1.6585,-0.6875,-0.7973,0.5782,1.9369,-2.9242,-3.034,-2.6244,-2.7342,0.2998,-2.5479,-2.6577,-0.9021,-1.1954,-1.3052,1.3525,-0.0042,-1.6458,-1.7556,1.2784,-1.1912,-1.3011,1.4332,0.4546,-3.6749,-3.7847,-0.7507,-1.0309,-1.1407,1.5935,2.644,-1.0744,-1.1842,2.6005,-0.8444,-0.9543,0.1864,0.2299
ADK2,-6.1063,0,-6.1063,0,0,-6.1063,0,0,-6.1063,-5.8267,-0.2796,0.3255,0,-6.1063,-9.0442,10.2063,4.0999,10.2063,9.0442,2.9379,-1.7755,4.7134,4.993,-6.1063,-5.5012,-0.6052,0,-6.1063,-5.8857,2.6846,-3.4218,2.6846,2.6846,5.8857,-0.2207,0,-6.1063,-5.8857,0,-6.1063,0,0,-6.1063,0,0,0,-6.1063,-5.8857,0,-6.1063,0,0,0,-6.1063,-5.8857,2.6372,-3.4692,2.6372,2.6372,0,-6.1063,0,0,-6.1063,-2.6372,0
ADO1,-0.9169,0.1156,-0.8013,0.0344,1.0382,0.1213,0.9226,0.0812,-0.8357,3.8297,-4.6654,-3.8246,-2.1051,-3.022,1.0582,-1.4371,-2.354,0.668,-3.1633,-4.0802,1.5505,-5.6307,-0.9654,-1.1877,-0.347,-0.8408,-0.4617,-1.3786,0.8564,-0.2845,-1.2014,0.1772,0.5055,-1.3181,-2.235,-0.79,-1.7069,0.5281,-0.679,-1.5959,-0.9541,-0.0512,-0.9681,0.6278,-0.0409,0.2751,-0.6418,1.5932,-0.0102,-0.9271,0.7798,-0.2854,-2.798,-3.7149,-1.48,-0.3429,-1.2598,0.4472,2.4552,0.2575,-0.6594,3.0556,0.5766,-0.3403,0.9195,0.3191
ADP1,1.1217,-0.0426,1.0791,-0.2221,-0.0282,1.0935,0.0144,0.1795,1.3012,-0.9299,2.2311,1.085,0.4982,1.6199,0.3766,-0.6101,0.5116,-1.1083,0.1216,1.2433,0.0717,1.1715,-1.0595,1.1922,0.0461,1.1461,-1.0494,0.0723,-1.62,-1.109,0.0127,-0.0596,-0.9898,0.5706,1.6923,-0.1191,1.0026,-0.6897,0.1393,1.261,0.1797,-0.2705,0.8513,-0.4097,0.0534,-0.0404,1.0813,-0.611,-0.3239,0.7978,-0.2047,-0.2835,0.3197,1.4414,-0.2508,-0.9461,0.1756,-0.827,-1.2658,-0.4803,0.6414,-0.8,-0.1379,0.9838,0.8082,0.3424
ADR1,-1.2574,0.6542,-0.6032,0.1222,0.1125,-1.1449,-0.5417,0.532,-0.7254,-1.4937,0.7683,1.9065,1.8784,0.621,-0.0521,0.6321,-0.6253,-1.2463,1.9305,0.6731,0.7862,-0.1131,-0.8814,-1.0279,0.1103,-1.1382,0.9865,-0.271,-1.879,0.0738,-1.1836,-0.9127,-1.9341,2.8655,1.6081,2.0079,0.7505,-0.8576,1.8309,0.5735,0.6555,0.8354,-0.422,-0.9954,0.3732,1.1754,-0.082,-1.6901,0.4622,-0.7952,-1.5458,-0.7132,1.6663,0.4089,-1.1992,0.4033,-0.8541,-1.6046,-1.263,-0.2698,-1.5273,-1.9361,-0.4454,-1.7028,-0.8487,-0.1756
ADY2,13.4195,0.528,13.9475,-1.8327,1.3631,14.7826,0.8351,2.3607,15.7802,15.7802,0,0,3.2787,16.6982,3.0496,0.4339,13.8534,-2.8448,0.2291,13.6487,13.6487,0,0,0,0,0,-13.4195,0,-15.4353,-13.4195,0,0,-14.6989,2.0157,15.4353,1.2794,14.6989,-0.7364,3.4616,16.8811,1.7513,0.0428,13.4624,-3.4187,4.2116,1.7102,15.1298,-0.3055,-4.1687,9.2508,-5.4481,-5.879,-13.4195,0,-15.4353,-13.4195,0,-14.6989,0,-13.4195,0,0,-13.4195,0,0,0
ADY3,-3.3192,3.857,0.5379,-0.3691,4.7631,1.444,0.9061,4.2261,0.907,-0.3229,1.2299,0.6331,3.8903,0.5711,4.4386,3.3409,0.0218,-0.5494,-0.5483,-3.8675,-0.462,-3.4054,-4.6353,0.4824,-0.1144,0.5968,-0.5385,-3.8577,-0.4932,-4.849,-8.1682,-4.3105,-4.7261,-0.0453,-3.3645,-0.1229,-3.4421,-0.0776,-8.3993,-11.7185,-8.3397,-8.3993,-11.7185,0,-8.689,-0.0597,-3.3788,-0.0143,0.2897,-3.0295,0.4126,0.3493,4.9574,1.6383,5.0028,4.1615,0.8423,4.2844,-0.796,-4.2517,-7.5708,-9.2091,-4.2899,-7.609,-8.4513,-0.0382
AEP1,10.4762,-2.5667,7.9095,-1.0821,-6.5492,3.927,-3.9825,-1.4846,8.9916,-0.3551,9.3467,1.4635,-1.7834,8.6928,0.2726,-2.8189,7.6573,-1.0355,-2.056,8.4202,0.5129,7.9073,-1.4393,8.3523,0.4691,7.8831,-13.2378,-2.7615,-11.9856,-2.7636,7.7126,10.4742,2.6941,-1.2521,9.2241,-5.4576,5.0186,-4.2055,-6.1385,4.3377,0.2486,-9.9794,0.4968,-3.8409,-0.1312,-6.3871,4.0891,-5.135,-9.8483,0.6279,-4.3907,-3.4611,-2.1052,8.3711,-0.853,-13.2378,-2.7615,-7.7801,-11.1326,-13.2378,-2.7615,-11.1326,-2.4811,7.9951,10.7567,10.7567
AEP2,2.3516,-1.0012,1.3504,-0.6232,-0.9767,1.3749,0.0245,-0.3781,1.9735,-1.0013,2.9749,1.2968,-0.0333,2.3183,0.2001,-1.5097,0.8419,-1.4764,-0.2334,2.1182,-0.172,2.2902,-0.6847,1.6418,-0.0363,1.6781,-1.3252,1.0264,-2.1159,-1.302,1.0496,0.0232,-1.0156,0.7907,3.1423,-0.2864,2.0652,-1.0771,-0.5787,1.7729,3.9983,-11.4128,-9.0612,-10.8341,-6.6071,-4.5771,-2.2255,-5.3678,-4.8057,-2.4541,-4.5194,-0.2287,-0.1009,2.2507,-0.8916,-11.4128,-9.0612,-11.1264,-11.3119,-11.4128,-9.0612,-11.3119,-8.0838,-5.7321,3.3291,3.3291
AFG1,-6.6691,11.3591,4.69,3.274,4.5485,-2.1206,-6.8106,8.0851,1.416,-3.4615,4.8775,-0.0652,11.1147,4.4456,-0.3162,10.9582,4.2891,-0.1565,11.4309,4.7618,0.5596,4.2021,-0.6753,5.266,0.3233,4.9427,4.1359,-2.5332,-6.8192,7.6627,0.9936,3.5268,0.1617,10.9551,4.286,7.501,0.8319,-3.4541,4.0482,-2.621,-3.9522,3.3849,-3.2842,-0.6633,-4.3114,8.0004,1.3312,-2.9547,7.6963,1.0271,0.1953,-0.3041,10.6431,3.974,-0.312,11.2467,4.5775,3.7456,0.6036,11.9179,5.2488,1.2748,11.6288,4.9597,0.3821,-0.2891
AFG2,-1.3189,0.7841,-0.5347,-0.1415,1.3936,0.0748,0.6095,0.9256,-0.3932,-1.1726,0.7793,-0.5009,1.2904,-0.0285,-0.1434,1.4294,0.1106,0.1391,1.4338,0.1149,-0.3593,0.4743,-0.3051,1.2793,-0.0009,1.2802,1.0841,-0.2347,-0.5207,0.9996,-0.3193,-0.0846,-0.4895,1.6048,0.2859,1.489,0.1702,-0.1158,1.5215,0.2027,-0.1429,1.3027,-0.0162,-0.2188,-0.3233,1.6644,0.3456,0.0596,1.626,0.3071,0.1369,-0.0385,1.8621,0.5432,0.2573,1.4438,0.125,-0.0452,-0.4183,2.4342,1.1154,0.5721,2.3111,0.9922,0.8673,-0.1231
AFG3,0.4889,-0.2847,0.2042,-0.0903,0.337,0.8259,0.6217,-0.1944,0.2945,-1.6847,1.9792,1.264,0.4271,0.916,0.2671,0.3346,0.8235,-0.0925,0.1601,0.649,-0.617,1.266,-0.7131,0.8291,0.114,0.7152,-0.828,-0.339,-2.1757,-0.7511,-0.2622,0.0769,-1.7263,1.3477,1.8366,0.9752,1.4641,-0.3725,0.5992,1.0881,0.4406,-0.0019,0.487,-0.6011,0.0797,0.1585,0.6475,-1.1892,-0.0816,0.4073,-1.0568,-0.2402,0.9549,1.4438,-0.3928,0.153,0.6419,-0.8222,-0.8019,0.004,0.493,-0.9509,-0.0789,0.41,-0.2319,-0.0829
AFI1,-3.1711,2.9617,-0.2094,-0.261,0,-3.1711,-2.9617,3.2227,0.0516,-7.2796,7.3312,0.018,10.145,6.9739,0.2021,6.1154,2.9443,-4.0296,9.9429,6.7718,2.9829,3.7889,-3.5423,6.6546,-0.6586,7.3132,0,-3.1711,-10.4925,9.4223,6.2512,9.4223,2.5886,10.4925,7.3214,6.8337,3.6626,-3.6588,7.6775,4.5064,-2.5247,0,-3.1711,-7.6775,-3.5123,10.2022,7.0311,-0.2903,3.5123,0.3412,-3.3214,-6.6899,11.071,7.9,0.5785,6.632,3.4609,-0.2017,-4.4391,11.9728,8.8017,0.9018,12.3305,9.1594,5.6985,0.3577
AFR1,0,0,0,-3.6477,0,0,0,3.6477,3.6477,-6.8979,10.5456,10.5456,10.9875,10.9875,1.5548,6.3549,6.3549,-4.6326,9.4326,9.4326,9.4326,0,-10.5456,0,0,0,0,0,-11.0717,2.8912,2.8912,2.8912,-4.0788,11.0717,11.0717,6.9701,6.9701,-4.1016,0,0,-3.793,0,0,0,-3.7961,3.793,3.793,-7.2786,3.7961,3.7961,-3.174,0.003,3.3885,3.3885,-7.6831,0,0,-6.9701,-3.3885,0,0,-3.3885,0,0,0,0
AFT1,11.9178,-1.0948,10.823,-0.2613,-11.9178,0,-10.823,-0.8335,11.0843,1.1076,9.9767,7.8143,-1.2142,10.7036,0.9236,-3.5256,8.3922,-2.3113,-2.1379,9.7799,3.8273,5.9527,-4.024,2.6339,0.4715,2.1624,-11.9178,0,-10.5625,-9.3559,2.5619,2.5619,-7.8686,-1.3553,10.5625,-1.4873,10.4305,-0.132,-1.8958,10.022,3.4758,-11.9178,0,-10.022,0,-5.3716,6.5462,-4.0163,-11.9178,0,-10.4305,-6.5462,-1.6365,10.2813,-0.2811,-5.818,6.0998,-4.3307,-4.1815,-11.9178,0,-10.2813,-11.9178,0,-6.0998,0
AGC1,3.7695,-1.832,1.9375,-0.9073,-2.0326,1.737,-0.2006,-0.9247,2.8448,-0.163,3.0078,0.9602,-1.0837,2.6858,0.6612,-2.2857,1.4838,-1.2021,-1.7449,2.0247,0.127,1.8977,-1.1101,2.1541,0.1064,2.0476,-3.388,0.3815,-3.1988,-2.4612,1.3083,0.9267,-1.5949,-0.1892,3.5804,-0.8663,2.9032,-0.6772,-1.5084,2.2611,-0.0783,-6.4206,-2.6511,-4.9122,-4.3162,-1.4301,2.3395,-1.2409,-2.1045,1.6651,-1.2381,-0.6744,-0.7226,3.0469,-0.5334,-2.2665,1.5031,-1.4001,-1.5439,-9.2854,-5.5159,-8.5629,-1.672,2.0976,0.5945,7.6135
AGE1,-3.4551,3.8465,0.3915,-0.1945,0.5808,-2.8743,-3.2658,4.0411,0.586,0.3156,0.2704,-0.6443,3.8964,0.4413,0.3371,4.1267,0.6716,0.2303,3.5593,0.1042,-0.4927,0.5969,0.3265,1.1789,0.2642,0.9147,3.8545,0.3994,-0.2909,4.2624,0.8073,0.4079,-0.3785,4.1454,0.6903,4.6408,1.1857,0.4955,4.4898,1.0347,-0.0115,4.8295,1.3744,0.3397,0.4359,4.5013,1.0463,0.356,4.3936,0.9385,-0.2472,-0.1077,4.5996,1.1445,0.4542,4.3381,0.883,-0.3027,-0.2615,5.1634,1.7083,0.5638,4.9162,1.4611,0.578,-0.2472
AGE2,2.6905,-0.7646,1.9259,-0.542,-0.6002,2.0904,0.1645,-0.2227,2.4678,1.0029,1.465,-0.0859,-0.3654,2.3251,0.8349,-1.2599,1.4306,-0.8945,-1.2003,1.4902,0.125,1.3653,-0.0997,1.9638,0.4129,1.5509,-0.7494,1.9412,-0.5399,-1.0694,1.6211,-0.3201,-1.0461,-0.2095,2.481,-0.0233,2.6672,0.1862,-1.0054,1.6851,-0.4163,-0.4946,2.1959,0.5108,-0.2318,-0.5891,2.1014,-0.3796,-0.2627,2.4278,-0.2395,0.3264,-0.46,2.2306,-0.2505,-1.0037,1.6869,-0.9804,-0.5437,-0.2373,2.4532,0.2226,-0.3578,2.3327,0.6459,-0.1204
AGP1,0,0,0,-3.6784,3.6615,3.6615,3.6615,3.6784,3.6784,0.6986,2.9798,-3.3062,11.6826,11.6826,-1.927,10.9308,10.9308,-0.7517,13.6095,13.6095,1.9582,11.6513,8.6714,6.0711,-0.215,6.2861,12.103,12.103,-1.1766,11.7233,11.7233,-0.3797,-1.43,13.2796,13.2796,13.1533,13.1533,-0.1263,7.9945,7.9945,0.3607,12.1462,12.1462,4.1517,0.2553,7.6338,7.6338,-5.6458,11.8909,11.8909,-1.2624,4.2571,13.1904,13.1904,-0.0892,7.441,7.441,-5.7123,-5.7495,4.9517,4.9517,-8.2388,0,0,-7.441,-4.9517
AGP2,10.7149,-0.7847,9.9302,-1.6203,-3.9101,6.8048,-3.1254,0.8356,11.5505,-1.2082,12.7586,4.0048,0.9555,11.6704,-0.1952,-0.8517,9.8631,-1.8073,1.1508,11.8656,0.7655,11.1001,-1.6585,3.1963,-5.5575,8.7538,-10.7149,0,-11.8477,-8.2272,2.4876,2.4876,-9.0219,1.1328,11.8477,0.7947,11.5096,-0.3381,-3.8768,6.838,2.7739,-10.7149,0,-6.838,0,-6.6508,4.0641,-7.7836,-10.7149,0,-11.5096,-4.0641,0.8289,11.5438,-0.3039,-10.7149,0,-11.5096,-11.5438,-10.7149,0,-11.5438,-10.7149,0,0,0
